detail_id,transaction_id,item_id,quantity,item_name,item_price,price
2422,T0000001906,S002,3,PC-B,85000,255000
2423,T0000001564,S002,4,PC-B,85000,340000
2424,T0000001218,S005,4,PC-E,210000,840000
2425,T0000004601,S003,1,PC-C,120000,120000
2426,T0000001357,S001,2,PC-A,50000,100000
2427,T0000003839,S003,1,PC-C,120000,120000
2428,T0000001460,S003,3,PC-C,120000,360000
2429,T0000003985,S001,4,PC-A,50000,200000
2430,T0000001416,S002,4,PC-B,85000,340000
2431,T0000002853,S002,4,PC-B,85000,340000
2432,T0000005268,S001,1,PC-A,50000,50000
2433,T0000004856,S004,1,PC-D,180000,180000
2434,T0000004928,S003,2,PC-C,120000,240000
2435,T0000001428,S005,3,PC-E,210000,630000
2436,T0000004378,S002,2,PC-B,85000,170000
2437,T0000004474,S005,2,PC-E,210000,420000
2438,T0000004293,S001,4,PC-A,50000,200000
2439,T0000003062,S005,1,PC-E,210000,210000
2440,T0000003071,S005,3,PC-E,210000,630000
2441,T0000000555,S003,2,PC-C,120000,240000
2442,T0000000355,S001,3,PC-A,50000,150000
2443,T0000001563,S005,4,PC-E,210000,840000
2444,T0000003500,S002,2,PC-B,85000,170000
2445,T0000001040,S001,1,PC-A,50000,50000
2446,T0000002686,S002,2,PC-B,85000,170000
2447,T0000004474,S004,4,PC-D,180000,720000
2448,T0000004775,S005,2,PC-E,210000,420000
2449,T0000002553,S001,4,PC-A,50000,200000
2450,T0000001779,S002,2,PC-B,85000,170000
2451,T0000004994,S005,3,PC-E,210000,630000
2452,T0000000075,S003,1,PC-C,120000,120000
2453,T0000004326,S002,4,PC-B,85000,340000
2454,T0000005835,S002,3,PC-B,85000,255000
2455,T0000005057,S004,4,PC-D,180000,720000
2456,T0000003319,S003,2,PC-C,120000,240000
2457,T0000002349,S004,4,PC-D,180000,720000
2458,T0000002773,S003,4,PC-C,120000,480000
2459,T0000002262,S002,1,PC-B,85000,85000
2460,T0000003229,S004,3,PC-D,180000,540000
2461,T0000002116,S005,2,PC-E,210000,420000
2462,T0000000392,S003,1,PC-C,120000,120000
2463,T0000001108,S002,4,PC-B,85000,340000
2464,T0000004362,S001,1,PC-A,50000,50000
2465,T0000005188,S003,4,PC-C,120000,480000
2466,T0000000610,S003,2,PC-C,120000,240000
2467,T0000005466,S005,4,PC-E,210000,840000
2468,T0000005104,S003,1,PC-C,120000,120000
2469,T0000005057,S003,1,PC-C,120000,120000
2470,T0000002775,S005,4,PC-E,210000,840000
2471,T0000003998,S005,3,PC-E,210000,630000
2472,T0000000672,S004,1,PC-D,180000,180000
2473,T0000006566,S002,3,PC-B,85000,255000
2474,T0000003677,S002,3,PC-B,85000,255000
2475,T0000005796,S004,3,PC-D,180000,540000
2476,T0000006258,S002,3,PC-B,85000,255000
2477,T0000006363,S003,1,PC-C,120000,120000
2478,T0000000030,S004,1,PC-D,180000,180000
2479,T0000005462,S004,3,PC-D,180000,540000
2480,T0000001400,S002,1,PC-B,85000,85000
2481,T0000005249,S001,3,PC-A,50000,150000
2482,T0000004071,S002,3,PC-B,85000,255000
2483,T0000000616,S001,3,PC-A,50000,150000
2484,T0000004634,S004,4,PC-D,180000,720000
2485,T0000002786,S001,2,PC-A,50000,100000
2486,T0000000870,S003,1,PC-C,120000,120000
2487,T0000004196,S005,1,PC-E,210000,210000
2488,T0000003604,S001,3,PC-A,50000,150000
2489,T0000001412,S005,4,PC-E,210000,840000
2490,T0000002739,S003,4,PC-C,120000,480000
2491,T0000000940,S005,1,PC-E,210000,210000
2492,T0000000340,S003,3,PC-C,120000,360000
2493,T0000002908,S005,1,PC-E,210000,210000
2494,T0000005139,S005,3,PC-E,210000,630000
2495,T0000004133,S002,3,PC-B,85000,255000
2496,T0000000659,S001,2,PC-A,50000,100000
2497,T0000002033,S005,3,PC-E,210000,630000
2498,T0000001560,S004,2,PC-D,180000,360000
2499,T0000003457,S002,1,PC-B,85000,85000
2500,T0000001656,S001,1,PC-A,50000,50000
2501,T0000002975,S002,4,PC-B,85000,340000
2502,T0000001049,S001,2,PC-A,50000,100000
2503,T0000000453,S003,1,PC-C,120000,120000
2504,T0000001704,S005,2,PC-E,210000,420000
2505,T0000005442,S004,1,PC-D,180000,180000
2506,T0000002784,S002,2,PC-B,85000,170000
2507,T0000000818,S002,2,PC-B,85000,170000
2508,T0000004868,S002,3,PC-B,85000,255000
2509,T0000000012,S002,1,PC-B,85000,85000
2510,T0000003979,S005,4,PC-E,210000,840000
2511,T0000000920,S001,3,PC-A,50000,150000
2512,T0000004920,S005,4,PC-E,210000,840000
2513,T0000002418,S003,2,PC-C,120000,240000
2514,T0000001314,S005,3,PC-E,210000,630000
2515,T0000006475,S005,2,PC-E,210000,420000
2516,T0000003677,S003,1,PC-C,120000,120000
2517,T0000006404,S005,1,PC-E,210000,210000
2518,T0000002017,S001,4,PC-A,50000,200000
2519,T0000001228,S004,1,PC-D,180000,180000
2520,T0000004792,S003,4,PC-C,120000,480000
2521,T0000005045,S002,2,PC-B,85000,170000
2522,T0000002434,S001,3,PC-A,50000,150000
2523,T0000002868,S004,1,PC-D,180000,180000
2524,T0000002515,S001,2,PC-A,50000,100000
2525,T0000001438,S001,3,PC-A,50000,150000
2526,T0000004164,S002,2,PC-B,85000,170000
2527,T0000003543,S004,4,PC-D,180000,720000
2528,T0000003175,S001,2,PC-A,50000,100000
2529,T0000001781,S002,4,PC-B,85000,340000
2530,T0000006343,S003,4,PC-C,120000,480000
2531,T0000002263,S002,1,PC-B,85000,85000
2532,T0000001969,S005,4,PC-E,210000,840000
2533,T0000000211,S002,4,PC-B,85000,340000
2534,T0000000507,S002,2,PC-B,85000,170000
2535,T0000006159,S002,4,PC-B,85000,340000
2536,T0000005617,S001,4,PC-A,50000,200000
2537,T0000000331,S004,2,PC-D,180000,360000
2538,T0000000550,S002,3,PC-B,85000,255000
2539,T0000005720,S002,1,PC-B,85000,85000
2540,T0000000941,S005,2,PC-E,210000,420000
2541,T0000006399,S005,4,PC-E,210000,840000
2542,T0000000727,S003,2,PC-C,120000,240000
2543,T0000004975,S003,3,PC-C,120000,360000
2544,T0000002862,S005,2,PC-E,210000,420000
2545,T0000003243,S004,2,PC-D,180000,360000
2546,T0000000648,S003,2,PC-C,120000,240000
2547,T0000005095,S004,2,PC-D,180000,360000
2548,T0000005617,S005,4,PC-E,210000,840000
2549,T0000006614,S003,2,PC-C,120000,240000
2550,T0000002737,S002,3,PC-B,85000,255000
2551,T0000005708,S005,2,PC-E,210000,420000
2552,T0000002747,S003,2,PC-C,120000,240000
2553,T0000006650,S004,4,PC-D,180000,720000
2554,T0000001009,S004,4,PC-D,180000,720000
2555,T0000001550,S003,2,PC-C,120000,240000
2556,T0000000803,S004,4,PC-D,180000,720000
2557,T0000004080,S003,4,PC-C,120000,480000
2558,T0000004309,S003,2,PC-C,120000,240000
2559,T0000004264,S004,4,PC-D,180000,720000
2560,T0000003401,S001,1,PC-A,50000,50000
2561,T0000005073,S002,1,PC-B,85000,85000
2562,T0000005424,S005,1,PC-E,210000,210000
2563,T0000004241,S002,4,PC-B,85000,340000
2564,T0000005894,S005,1,PC-E,210000,210000
2565,T0000004611,S005,3,PC-E,210000,630000
2566,T0000003161,S002,1,PC-B,85000,85000
2567,T0000004548,S003,3,PC-C,120000,360000
2568,T0000004155,S004,4,PC-D,180000,720000
2569,T0000000527,S001,1,PC-A,50000,50000
2570,T0000003298,S001,3,PC-A,50000,150000
2571,T0000001023,S001,4,PC-A,50000,200000
2572,T0000006617,S002,1,PC-B,85000,85000
2573,T0000005660,S002,2,PC-B,85000,170000
2574,T0000003734,S003,1,PC-C,120000,120000
2575,T0000005198,S001,1,PC-A,50000,50000
2576,T0000000432,S003,1,PC-C,120000,120000
2577,T0000001176,S001,2,PC-A,50000,100000
2578,T0000000400,S002,3,PC-B,85000,255000
2579,T0000002104,S004,3,PC-D,180000,540000
2580,T0000003050,S004,2,PC-D,180000,360000
2581,T0000002233,S004,1,PC-D,180000,180000
2582,T0000002445,S004,1,PC-D,180000,180000
2583,T0000004700,S005,1,PC-E,210000,210000
2584,T0000002835,S001,3,PC-A,50000,150000
2585,T0000006301,S004,3,PC-D,180000,540000
2586,T0000005906,S005,2,PC-E,210000,420000
2587,T0000005559,S005,4,PC-E,210000,840000
2588,T0000006732,S005,2,PC-E,210000,420000
2589,T0000002513,S003,3,PC-C,120000,360000
2590,T0000006589,S003,1,PC-C,120000,120000
2591,T0000001773,S005,1,PC-E,210000,210000
2592,T0000005649,S004,1,PC-D,180000,180000
2593,T0000001096,S001,1,PC-A,50000,50000
2594,T0000000928,S002,4,PC-B,85000,340000
2595,T0000001951,S003,2,PC-C,120000,240000
2596,T0000001973,S004,2,PC-D,180000,360000
2597,T0000006160,S004,3,PC-D,180000,540000
2598,T0000001554,S002,2,PC-B,85000,170000
2599,T0000002778,S002,4,PC-B,85000,340000
2600,T0000004421,S004,4,PC-D,180000,720000
2601,T0000000994,S002,4,PC-B,85000,340000
2602,T0000000612,S004,1,PC-D,180000,180000
2603,T0000002593,S002,3,PC-B,85000,255000
2604,T0000000595,S002,4,PC-B,85000,340000
2605,T0000005016,S004,2,PC-D,180000,360000
2606,T0000000841,S005,2,PC-E,210000,420000
2607,T0000005321,S004,2,PC-D,180000,360000
2608,T0000004439,S001,4,PC-A,50000,200000
2609,T0000005972,S002,4,PC-B,85000,340000
2610,T0000000858,S003,2,PC-C,120000,240000
2611,T0000005519,S002,4,PC-B,85000,340000
2612,T0000000444,S001,2,PC-A,50000,100000
2613,T0000001788,S003,1,PC-C,120000,120000
2614,T0000004317,S003,4,PC-C,120000,480000
2615,T0000003454,S004,1,PC-D,180000,180000
2616,T0000003952,S005,1,PC-E,210000,210000
2617,T0000004687,S004,4,PC-D,180000,720000
2618,T0000001030,S003,2,PC-C,120000,240000
2619,T0000001295,S003,3,PC-C,120000,360000
2620,T0000005113,S005,1,PC-E,210000,210000
2621,T0000002063,S002,4,PC-B,85000,340000
2622,T0000001447,S005,1,PC-E,210000,210000
2623,T0000002045,S004,2,PC-D,180000,360000
2624,T0000004619,S002,4,PC-B,85000,340000
2625,T0000002850,S004,3,PC-D,180000,540000
2626,T0000003824,S005,4,PC-E,210000,840000
2627,T0000002068,S002,1,PC-B,85000,85000
2628,T0000003761,S005,4,PC-E,210000,840000
2629,T0000002275,S001,4,PC-A,50000,200000
2630,T0000001808,S003,1,PC-C,120000,120000
2631,T0000001311,S002,3,PC-B,85000,255000
2632,T0000004055,S003,2,PC-C,120000,240000
2633,T0000005402,S001,4,PC-A,50000,200000
2634,T0000002451,S002,3,PC-B,85000,255000
2635,T0000001089,S003,2,PC-C,120000,240000
2636,T0000001672,S003,1,PC-C,120000,120000
2637,T0000003675,S002,3,PC-B,85000,255000
2638,T0000004532,S003,3,PC-C,120000,360000
2639,T0000004924,S003,4,PC-C,120000,480000
2640,T0000004354,S002,1,PC-B,85000,85000
2641,T0000002003,S003,4,PC-C,120000,480000
2642,T0000006085,S003,1,PC-C,120000,120000
2643,T0000004198,S004,2,PC-D,180000,360000
2644,T0000005088,S004,4,PC-D,180000,720000
2645,T0000004864,S001,1,PC-A,50000,50000
2646,T0000001124,S004,1,PC-D,180000,180000
2647,T0000001221,S004,3,PC-D,180000,540000
2648,T0000002860,S001,4,PC-A,50000,200000
2649,T0000002273,S003,4,PC-C,120000,480000
2650,T0000002990,S003,2,PC-C,120000,240000
2651,T0000002510,S004,1,PC-D,180000,180000
2652,T0000000236,S001,3,PC-A,50000,150000
2653,T0000001144,S003,1,PC-C,120000,120000
2654,T0000006649,S005,1,PC-E,210000,210000
2655,T0000003253,S002,1,PC-B,85000,85000
2656,T0000003782,S002,4,PC-B,85000,340000
2657,T0000000766,S002,1,PC-B,85000,85000
2658,T0000002681,S004,2,PC-D,180000,360000
2659,T0000005086,S002,3,PC-B,85000,255000
2660,T0000002665,S002,3,PC-B,85000,255000
2661,T0000001759,S005,1,PC-E,210000,210000
2662,T0000006416,S003,3,PC-C,120000,360000
2663,T0000006375,S005,1,PC-E,210000,210000
2664,T0000003491,S004,4,PC-D,180000,720000
2665,T0000002815,S002,3,PC-B,85000,255000
2666,T0000003513,S003,4,PC-C,120000,480000
2667,T0000000495,S002,4,PC-B,85000,340000
2668,T0000005143,S002,2,PC-B,85000,170000
2669,T0000003180,S004,2,PC-D,180000,360000
2670,T0000005822,S002,3,PC-B,85000,255000
2671,T0000006645,S001,1,PC-A,50000,50000
2672,T0000003930,S003,1,PC-C,120000,120000
2673,T0000002072,S003,1,PC-C,120000,120000
2674,T0000006431,S001,1,PC-A,50000,50000
2675,T0000000337,S004,2,PC-D,180000,360000
2676,T0000003949,S002,1,PC-B,85000,85000
2677,T0000006033,S002,1,PC-B,85000,85000
2678,T0000003108,S003,4,PC-C,120000,480000
2679,T0000001817,S004,1,PC-D,180000,180000
2680,T0000000136,S004,1,PC-D,180000,180000
2681,T0000002555,S004,2,PC-D,180000,360000
2682,T0000006370,S002,3,PC-B,85000,255000
2683,T0000004415,S004,4,PC-D,180000,720000
2684,T0000005959,S001,4,PC-A,50000,200000
2685,T0000000915,S005,3,PC-E,210000,630000
2686,T0000005301,S004,4,PC-D,180000,720000
2687,T0000005993,S005,1,PC-E,210000,210000
2688,T0000006229,S002,1,PC-B,85000,85000
2689,T0000003538,S004,3,PC-D,180000,540000
2690,T0000005021,S003,2,PC-C,120000,240000
2691,T0000002100,S002,2,PC-B,85000,170000
2692,T0000002907,S001,4,PC-A,50000,200000
2693,T0000002914,S001,2,PC-A,50000,100000
2694,T0000005354,S005,2,PC-E,210000,420000
2695,T0000001982,S005,2,PC-E,210000,420000
2696,T0000003870,S003,2,PC-C,120000,240000
2697,T0000004528,S003,2,PC-C,120000,240000
2698,T0000003567,S001,2,PC-A,50000,100000
2699,T0000000998,S004,2,PC-D,180000,360000
2700,T0000002147,S001,4,PC-A,50000,200000
2701,T0000005085,S001,1,PC-A,50000,50000
2702,T0000004694,S003,2,PC-C,120000,240000
2703,T0000006546,S005,1,PC-E,210000,210000
2704,T0000000395,S003,3,PC-C,120000,360000
2705,T0000003598,S003,1,PC-C,120000,120000
2706,T0000004510,S003,3,PC-C,120000,360000
2707,T0000000938,S001,4,PC-A,50000,200000
2708,T0000001636,S004,1,PC-D,180000,180000
2709,T0000002724,S001,3,PC-A,50000,150000
2710,T0000002510,S002,1,PC-B,85000,85000
2711,T0000004636,S003,4,PC-C,120000,480000
2712,T0000001649,S003,1,PC-C,120000,120000
2713,T0000003690,S002,3,PC-B,85000,255000
2714,T0000006041,S003,2,PC-C,120000,240000
2715,T0000003435,S003,2,PC-C,120000,240000
2716,T0000003201,S003,2,PC-C,120000,240000
2717,T0000004179,S002,4,PC-B,85000,340000
2718,T0000004366,S001,2,PC-A,50000,100000
2719,T0000002291,S003,4,PC-C,120000,480000
2720,T0000004483,S004,2,PC-D,180000,360000
2721,T0000000213,S002,4,PC-B,85000,340000
2722,T0000003237,S005,4,PC-E,210000,840000
2723,T0000003862,S002,1,PC-B,85000,85000
2724,T0000000058,S001,2,PC-A,50000,100000
2725,T0000005721,S002,1,PC-B,85000,85000
2726,T0000002930,S005,3,PC-E,210000,630000
2727,T0000004938,S004,2,PC-D,180000,360000
2728,T0000002971,S005,2,PC-E,210000,420000
2729,T0000001527,S002,2,PC-B,85000,170000
2730,T0000005825,S005,2,PC-E,210000,420000
2731,T0000000122,S002,1,PC-B,85000,85000
2732,T0000003719,S004,1,PC-D,180000,180000
2733,T0000001436,S004,4,PC-D,180000,720000
2734,T0000001162,S001,1,PC-A,50000,50000
2735,T0000003300,S004,4,PC-D,180000,720000
2736,T0000003345,S003,3,PC-C,120000,360000
2737,T0000002486,S005,1,PC-E,210000,210000
2738,T0000000561,S005,4,PC-E,210000,840000
2739,T0000003981,S002,2,PC-B,85000,170000
2740,T0000006261,S004,3,PC-D,180000,540000
2741,T0000001737,S001,4,PC-A,50000,200000
2742,T0000000904,S001,3,PC-A,50000,150000
2743,T0000003554,S001,2,PC-A,50000,100000
2744,T0000004490,S003,2,PC-C,120000,240000
2745,T0000001726,S004,4,PC-D,180000,720000
2746,T0000002923,S001,4,PC-A,50000,200000
2747,T0000003531,S003,2,PC-C,120000,240000
2748,T0000003906,S005,4,PC-E,210000,840000
2749,T0000005812,S002,2,PC-B,85000,170000
2750,T0000000934,S004,1,PC-D,180000,180000
2751,T0000005197,S004,4,PC-D,180000,720000
2752,T0000005531,S005,3,PC-E,210000,630000
2753,T0000000074,S004,2,PC-D,180000,360000
2754,T0000000294,S004,1,PC-D,180000,180000
2755,T0000000020,S004,4,PC-D,180000,720000
2756,T0000003242,S004,2,PC-D,180000,360000
2757,T0000001038,S003,1,PC-C,120000,120000
2758,T0000005330,S003,4,PC-C,120000,480000
2759,T0000004655,S002,2,PC-B,85000,170000
2760,T0000001109,S004,2,PC-D,180000,360000
2761,T0000005268,S005,2,PC-E,210000,420000
2762,T0000003771,S001,4,PC-A,50000,200000
2763,T0000000371,S002,1,PC-B,85000,85000
2764,T0000006123,S001,2,PC-A,50000,100000
2765,T0000004913,S001,1,PC-A,50000,50000
2766,T0000001174,S004,1,PC-D,180000,180000
2767,T0000001164,S005,3,PC-E,210000,630000
2768,T0000001092,S001,1,PC-A,50000,50000
2769,T0000001283,S001,1,PC-A,50000,50000
2770,T0000002011,S002,1,PC-B,85000,85000
2771,T0000000845,S005,1,PC-E,210000,210000
2772,T0000001991,S005,1,PC-E,210000,210000
2773,T0000000520,S001,4,PC-A,50000,200000
2774,T0000004466,S005,3,PC-E,210000,630000
2775,T0000005538,S002,2,PC-B,85000,170000
2776,T0000004196,S002,3,PC-B,85000,255000
2777,T0000004756,S002,3,PC-B,85000,255000
2778,T0000005777,S004,2,PC-D,180000,360000
2779,T0000000242,S001,1,PC-A,50000,50000
2780,T0000002800,S005,2,PC-E,210000,420000
2781,T0000004607,S002,1,PC-B,85000,85000
2782,T0000002896,S001,2,PC-A,50000,100000
2783,T0000002602,S001,4,PC-A,50000,200000
2784,T0000002273,S004,3,PC-D,180000,540000
2785,T0000001541,S005,1,PC-E,210000,210000
2786,T0000006357,S005,3,PC-E,210000,630000
2787,T0000002765,S002,1,PC-B,85000,85000
2788,T0000002114,S002,2,PC-B,85000,170000
2789,T0000004491,S001,2,PC-A,50000,100000
2790,T0000004707,S005,2,PC-E,210000,420000
2791,T0000003083,S005,4,PC-E,210000,840000
2792,T0000005356,S002,2,PC-B,85000,170000
2793,T0000001857,S003,2,PC-C,120000,240000
2794,T0000000769,S001,4,PC-A,50000,200000
2795,T0000001422,S005,3,PC-E,210000,630000
2796,T0000000406,S004,3,PC-D,180000,540000
2797,T0000002972,S004,1,PC-D,180000,180000
2798,T0000001872,S003,3,PC-C,120000,360000
2799,T0000005599,S002,1,PC-B,85000,85000
2800,T0000002694,S002,1,PC-B,85000,85000
2801,T0000002269,S002,3,PC-B,85000,255000
2802,T0000005275,S004,3,PC-D,180000,540000
2803,T0000004749,S002,4,PC-B,85000,340000
2804,T0000006571,S004,1,PC-D,180000,180000
2805,T0000001181,S003,3,PC-C,120000,360000
2806,T0000005072,S001,3,PC-A,50000,150000
2807,T0000001439,S005,4,PC-E,210000,840000
2808,T0000003053,S003,3,PC-C,120000,360000
2809,T0000006514,S004,2,PC-D,180000,360000
2810,T0000005463,S003,2,PC-C,120000,240000
2811,T0000003333,S005,1,PC-E,210000,210000
2812,T0000002897,S001,4,PC-A,50000,200000
2813,T0000002903,S005,3,PC-E,210000,630000
2814,T0000000228,S004,1,PC-D,180000,180000
2815,T0000003959,S005,3,PC-E,210000,630000
2816,T0000006423,S003,2,PC-C,120000,240000
2817,T0000001893,S002,3,PC-B,85000,255000
2818,T0000001313,S003,3,PC-C,120000,360000
2819,T0000001070,S004,3,PC-D,180000,540000
2820,T0000000974,S001,2,PC-A,50000,100000
2821,T0000001738,S005,2,PC-E,210000,420000
2822,T0000003285,S001,4,PC-A,50000,200000
2823,T0000000757,S004,2,PC-D,180000,360000
2824,T0000003095,S005,1,PC-E,210000,210000
2825,T0000000320,S003,3,PC-C,120000,360000
2826,T0000002321,S003,2,PC-C,120000,240000
2827,T0000000555,S004,1,PC-D,180000,180000
2828,T0000004939,S005,2,PC-E,210000,420000
2829,T0000005432,S003,3,PC-C,120000,360000
2830,T0000001386,S004,1,PC-D,180000,180000
2831,T0000004763,S004,2,PC-D,180000,360000
2832,T0000003047,S001,2,PC-A,50000,100000
2833,T0000002427,S003,1,PC-C,120000,120000
2834,T0000006038,S005,4,PC-E,210000,840000
2835,T0000002004,S003,1,PC-C,120000,120000
2836,T0000001930,S003,1,PC-C,120000,120000
2837,T0000004841,S003,1,PC-C,120000,120000
2838,T0000004770,S004,1,PC-D,180000,180000
2839,T0000002163,S002,2,PC-B,85000,170000
2840,T0000006748,S002,1,PC-B,85000,85000
2841,T0000005161,S001,1,PC-A,50000,50000
2842,T0000003867,S003,3,PC-C,120000,360000
2843,T0000002426,S002,2,PC-B,85000,170000
2844,T0000003793,S001,3,PC-A,50000,150000
2845,T0000002513,S004,2,PC-D,180000,360000
2846,T0000003803,S003,4,PC-C,120000,480000
2847,T0000002327,S005,4,PC-E,210000,840000
2848,T0000000617,S004,2,PC-D,180000,360000
2849,T0000002165,S001,4,PC-A,50000,200000
2850,T0000003308,S004,4,PC-D,180000,720000
2851,T0000006452,S005,2,PC-E,210000,420000
2852,T0000006243,S004,1,PC-D,180000,180000
2853,T0000006404,S001,3,PC-A,50000,150000
2854,T0000000992,S005,2,PC-E,210000,420000
2855,T0000005424,S005,2,PC-E,210000,420000
2856,T0000001377,S004,2,PC-D,180000,360000
2857,T0000004381,S005,3,PC-E,210000,630000
2858,T0000006471,S004,2,PC-D,180000,360000
2859,T0000003174,S003,3,PC-C,120000,360000
2860,T0000006206,S005,3,PC-E,210000,630000
2861,T0000004782,S004,4,PC-D,180000,720000
2862,T0000001305,S003,1,PC-C,120000,120000
2863,T0000005560,S005,4,PC-E,210000,840000
2864,T0000004833,S003,2,PC-C,120000,240000
2865,T0000003078,S005,2,PC-E,210000,420000
2866,T0000002686,S001,3,PC-A,50000,150000
2867,T0000002983,S001,4,PC-A,50000,200000
2868,T0000006054,S004,3,PC-D,180000,540000
2869,T0000005990,S002,4,PC-B,85000,340000
2870,T0000002523,S001,4,PC-A,50000,200000
2871,T0000003582,S002,4,PC-B,85000,340000
2872,T0000001485,S003,4,PC-C,120000,480000
2873,T0000002100,S003,4,PC-C,120000,480000
2874,T0000004581,S002,1,PC-B,85000,85000
2875,T0000003715,S004,2,PC-D,180000,360000
2876,T0000005609,S005,4,PC-E,210000,840000
2877,T0000002001,S002,4,PC-B,85000,340000
2878,T0000001387,S002,3,PC-B,85000,255000
2879,T0000003183,S002,2,PC-B,85000,170000
2880,T0000006552,S002,2,PC-B,85000,170000
2881,T0000001030,S002,2,PC-B,85000,170000
2882,T0000001765,S004,4,PC-D,180000,720000
2883,T0000004763,S001,3,PC-A,50000,150000
2884,T0000001220,S005,2,PC-E,210000,420000
2885,T0000004930,S001,3,PC-A,50000,150000
2886,T0000004971,S002,1,PC-B,85000,85000
2887,T0000003806,S001,1,PC-A,50000,50000
2888,T0000002414,S004,3,PC-D,180000,540000
2889,T0000005097,S003,4,PC-C,120000,480000
2890,T0000004345,S001,2,PC-A,50000,100000
2891,T0000006035,S005,1,PC-E,210000,210000
2892,T0000001618,S004,1,PC-D,180000,180000
2893,T0000001263,S003,3,PC-C,120000,360000
2894,T0000006523,S004,4,PC-D,180000,720000
2895,T0000000871,S002,3,PC-B,85000,255000
2896,T0000000834,S003,3,PC-C,120000,360000
2897,T0000002822,S005,3,PC-E,210000,630000
2898,T0000000918,S003,3,PC-C,120000,360000
2899,T0000001724,S005,3,PC-E,210000,630000
2900,T0000006598,S002,4,PC-B,85000,340000
2901,T0000002413,S005,3,PC-E,210000,630000
2902,T0000001313,S004,4,PC-D,180000,720000
2903,T0000005993,S001,2,PC-A,50000,100000
2904,T0000004498,S004,2,PC-D,180000,360000
2905,T0000002105,S004,2,PC-D,180000,360000
2906,T0000002568,S003,2,PC-C,120000,240000
2907,T0000005423,S002,1,PC-B,85000,85000
2908,T0000001138,S001,4,PC-A,50000,200000
2909,T0000000209,S005,2,PC-E,210000,420000
2910,T0000001064,S003,1,PC-C,120000,120000
2911,T0000004911,S002,4,PC-B,85000,340000
2912,T0000002220,S001,1,PC-A,50000,50000
2913,T0000000233,S004,1,PC-D,180000,180000
2914,T0000000792,S002,3,PC-B,85000,255000
2915,T0000006003,S002,1,PC-B,85000,85000
2916,T0000005709,S002,1,PC-B,85000,85000
2917,T0000003110,S004,4,PC-D,180000,720000
2918,T0000002166,S005,1,PC-E,210000,210000
2919,T0000000334,S003,3,PC-C,120000,360000
2920,T0000001359,S005,2,PC-E,210000,420000
2921,T0000005735,S001,2,PC-A,50000,100000
2922,T0000005193,S003,4,PC-C,120000,480000
2923,T0000001214,S001,4,PC-A,50000,200000
2924,T0000004419,S004,1,PC-D,180000,180000
2925,T0000005886,S005,4,PC-E,210000,840000
2926,T0000000283,S002,1,PC-B,85000,85000
2927,T0000000212,S003,4,PC-C,120000,480000
2928,T0000001658,S002,2,PC-B,85000,170000
2929,T0000004078,S001,2,PC-A,50000,100000
2930,T0000005837,S002,2,PC-B,85000,170000
2931,T0000005024,S002,2,PC-B,85000,170000
2932,T0000004847,S004,1,PC-D,180000,180000
2933,T0000001417,S004,1,PC-D,180000,180000
2934,T0000002386,S005,1,PC-E,210000,210000
2935,T0000005917,S001,2,PC-A,50000,100000
2936,T0000005141,S004,3,PC-D,180000,540000
2937,T0000001794,S004,2,PC-D,180000,360000
2938,T0000005988,S005,2,PC-E,210000,420000
2939,T0000000104,S003,3,PC-C,120000,360000
2940,T0000005585,S005,3,PC-E,210000,630000
2941,T0000005578,S002,4,PC-B,85000,340000
2942,T0000005551,S002,2,PC-B,85000,170000
2943,T0000004865,S004,3,PC-D,180000,540000
2944,T0000003893,S004,4,PC-D,180000,720000
2945,T0000003845,S005,3,PC-E,210000,630000
2946,T0000003690,S005,3,PC-E,210000,630000
2947,T0000006055,S001,4,PC-A,50000,200000
2948,T0000006123,S002,2,PC-B,85000,170000
2949,T0000003292,S005,4,PC-E,210000,840000
2950,T0000000378,S003,2,PC-C,120000,240000
2951,T0000003293,S001,3,PC-A,50000,150000
2952,T0000003329,S005,4,PC-E,210000,840000
2953,T0000004808,S004,1,PC-D,180000,180000
2954,T0000003438,S005,3,PC-E,210000,630000
2955,T0000005468,S004,4,PC-D,180000,720000
2956,T0000000224,S004,3,PC-D,180000,540000
2957,T0000005833,S002,4,PC-B,85000,340000
2958,T0000000737,S002,2,PC-B,85000,170000
2959,T0000000235,S005,1,PC-E,210000,210000
2960,T0000004278,S005,3,PC-E,210000,630000
2961,T0000000711,S003,1,PC-C,120000,120000
2962,T0000005988,S001,2,PC-A,50000,100000
2963,T0000006587,S001,4,PC-A,50000,200000
2964,T0000001888,S005,1,PC-E,210000,210000
2965,T0000004718,S002,4,PC-B,85000,340000
2966,T0000001259,S003,2,PC-C,120000,240000
2967,T0000005246,S001,3,PC-A,50000,150000
2968,T0000000748,S005,2,PC-E,210000,420000
2969,T0000003986,S002,1,PC-B,85000,85000
2970,T0000003551,S002,1,PC-B,85000,85000
2971,T0000006298,S002,1,PC-B,85000,85000
2972,T0000006400,S004,4,PC-D,180000,720000
2973,T0000006378,S002,3,PC-B,85000,255000
2974,T0000006643,S005,1,PC-E,210000,210000
2975,T0000006432,S003,1,PC-C,120000,120000
2976,T0000000509,S005,1,PC-E,210000,210000
2977,T0000005671,S002,2,PC-B,85000,170000
2978,T0000001823,S003,1,PC-C,120000,120000
2979,T0000004880,S001,2,PC-A,50000,100000
